,file,context
0,0259_0260,"t ändteligen skall uthgåå, böör dett icke meera wara än 3 D:r Kop:r M:t, Förty Kyrckio- heerdarna i Wijborgz Bijskopz stifft, och Kexholms Lähn, får ingen koo, så frampt ded icke i gården finnes - „ 6 st:, O"
