,file,context
0,0147_0148,"ållande honom styrcker; Samma- ledes förestegh Hinrich Hyfwärinen ifrån den Re- ducerade Liexa el:r Brahea Stadh, med Inspectoren der sammastädes Jacob Böismans bewijss; i lijka- måtto Jöran Kiskin och Brus"
