,parent,file,context
0,Nyen/RO_1692,0037_0037,"andlat haf:a, sedermehra för detta confiscations wäsende skul gåt i- från honom, och sökt andra att Köpslaga med; hwil¬ ket alt Uppå bem:te fullmechtiges begäran bewilliades af Magistraten til ett Laga bewijs"
