,parent,file,context
0,RO_1684-1687,0023_0023,"ahn hafwer förfört honom, Sententz. Smöret blifwer confiscerat, och Swarandhen för be- drägerij och falskhet straffat till 10: slag för Rådh- stugu döran; Fiscalen Eskel Thomason kiärandhe C: Pavo Ropponen Sw"
