,parent,file,context
0,RO_1684-1687,0035_0035,"er sielfwa betala interesset, Rei contesterade dher emot at dhe alla redha medlen icke kunnat sakar uthlånat på interesse, och fördenskull hoppas wara här 32 uthi at uhrsächte; Anlangandhe den prætension ho"
