,file,context
0,0206_0207,"nainen att hafwa betalt för Erich Puhacka – 81 dahl.r K. m.t till Olipera Partainen för gälder och, Lerfft dhe till hoopa handlat hafwa i Cajana borgh, och ännu skall Restera – 4 D.r 4 öre K.m.t i Erich Puh"
