,parent,file,context
0,RO_1659_1699,0047_0047," skyldigh warit, här om war Rättens omdöme; aldenstundh Anders Leinoinen haf:r rånt medh egen handh Kitelen af Margethe Persdotter ifrån Sotkamo Sochn, oansedt han dedh af henne något at fordra, hwar til "
