,parent,file,context
0,Kajana/RO_1659_1699,0172_0172," Stockholm, och blef der wärfwat Under Rytteriet, och om han ähr fördt medh armeehn åth skåne eller Pommern, hafwer man han ingen wethskap om; Myket mindre om han warit i lifwe A:o 678. om wåhren när Tijkaja"
