,file,context
0,0343_0344,"eijer, hwilcket säledz bleeff i Pro- tocollet infördt. Parphoi Hodarsson förekom klagandes oppå sin Styffader Matz Johanson Mieloin, om något arff honom medh Rätta skall tillkomma och bemte hans. 342. 53. hans"
