,file,context
0,0281_0283, dett föhra ifrån Aunis och liggia i sin födia som i Kexholm ligger möta sig ehrtingen i Nyen eller Nöthe- borg; och hafr Ondri warit sinnad samma obut fohra till Nougården henne Supplie blef brodren Råman Carol
