,file,context
0,0290_0292,"rus begeran, Men enär Erich Alholm kom heem, går han till Skohlmestaren H . Erich, som deres Eldsta Swåger war och frågade, om han wille ta- ga koon tillbaka, Och Erich Swarath, iagh Sköter intet der- om, e"
