,file,context
0,0291_0293,"r 3 Tun: Korn 18 D:r, 6 Wackur Rågh 3 D:r deres Styff Fader Carll Lukasson swaradhe att deres Sahl. Moder hafwer mehra förskingrat ähn förkåfrat i huuset, Frågade af sine Styfbarn, om dhe willia wara belåt"
