,file,context
0,0259_0260,"frige interess aff intet wärde. p. A:o 1675. d: 2 Augusti, höltes Ord: Rådh- Stugu dagh. Närwarande Borgen stare och Rådh. p. Framkom för Rätta Sahl. Hendrich Alholms Enckia, medh sin Mågh H:r Erich Wilckio"
