,file,context
0,0091_0092,"winen och Daniel Gabrielsson be- kände dhe sigh denne Winter hoos warit i Tochma- Jerfwi, då Klimpo afhandlade Thynis Johansson 2 llb och någre mk:r Smör för 13 Cpp:r Salt, och som Tynnis sedermehra och i han"
