,file,context
0,0026_0026,"amble 23 gamble bedragare och skiählm, tu ähr intet wärdh att sittia uthi någon Rätt förmedelst dit bedrägerij; hwartill Borgmästaren som då hoos warit, sagdt att fahnen må och medh een slickan be- rychtat karl"
